Module,Object,Type,Path,,
inputAdvisor,Enrollment_EnrollmentRatelabel,ID,input-method,,
inputAdvisor,Enrollment_Distributionlabel,ID,lblEnrollmentDistribution-0,,
inputAdvisor,Enrollment_Uniformlabel,ID,distribution,,
inputAdvisor,Enrollment_Periodlabel,ID,lblColHdrEnrollmentPeriod-0,,
inputAdvisor,Enrollment_StartingatTimelabel,ID,lblColHdrGlobalEnrollmentStartAtTime-0,,
inputAdvisor,Enrollment_Avg SubEnrolledlabel,ID,lblColHdrEnrollmentAvgSubjectsEnrolled-0,,
inputAdvisor,Enrollment_addPeriodbutton,ID,btnAddEnrollmentPeriod-0,,
inputAdvisor,Collections_leftpanellink,ID,leftPanel.collections,,
inputAdvisor,Collections_header,XPATH,//div[text()='Collections'],,
inputAdvisor,Collections_lblNoOfSimRuns,ID,lblNoOfSimRuns,,
inputAdvisor,Collections_lblRandomNumberSeed,ID,lblRandomNumberSeed,,
inputAdvisor,Collections_lblCollectionName,ID,lblCollectionName,,
inputAdvisor,Collections_lblCollectionPlanSelected,ID,lblCollectionPlanSelected,,
inputAdvisor,Collections_lblCollectionDesignSelected,ID,lblCollectionDesignSelected,,
inputAdvisor,Collections_lblCollectionResponseSelected,ID,lblCollectionResponseSelected,,
inputAdvisor,Collections_lblCollectionEnrollmentSelected,ID,lblCollectionEnrollmentSelected,,
inputAdvisor,Collections_lblCollectionCostSelected,ID,lblCollectionCostSelected,,
inputAdvisor,Collections_lblCollectionRevenueSelected,ID,lblCollectionRevenueSelected,,
inputAdvisor,Collections_lblbtnGenerateDataFile,ID,btnGenerateDataFile,,
inputAdvisor,Plans_ProjectNameValidationMsg,XPATH,(//div[text()='Project Name is required.']),,
inputAdvisor,Plans_TargetpopulationValidationCard1,XPATH,(//div[text()='Target Population is required.'])[1],,
inputAdvisor,Plans_ControlArmValidationCard1,XPATH,(//div[text()='Control Arm is required.'])[1],,
inputAdvisor,Plans_TreatmentArmValidationCard1,XPATH,(//div[text()='Treatment Arm is required.'])[1],,
inputAdvisor,Plans_EndpointNameValidationCard1,XPATH,(//div[text()='Endpoint Name is required.'])[1],,
inputAdvisor,Plans_FollowupTimeValidationCard1,XPATH,(//div[text()='Follow-up Time is required.'])[1],,
inputAdvisor,Plans_FactorValidationCard1,XPATH,(//div[text()='Factor is required.'])[1],,
inputAdvisor,Plans_Level1ValidationCard1,XPATH,(//div[text()='Level 1 is required.'])[1],,
inputAdvisor,Plans_Level2ValidationCard1,XPATH,(//div[text()='Level 2 is required.'])[1],,
inputAdvisor,Plans_Level3ValidationCard1,XPATH,(//div[text()='Level 3 is required.'])[1],,
inputAdvisor,Plans_Level4ValidationCard1,XPATH,(//div[text()='Level 4 is required.'])[1],,
inputAdvisor,Plans_Level5ValidationCard1,XPATH,(//div[text()='Level 5 is required.'])[1],,
inputAdvisor,Designs_NumberEventsValidationCard1,XPATH,(//div[text()='Number of Events is required.'])[1],,
,,,,,
inputAdvisor,Designs_OnesideErrorValidationCard1,XPATH,(//div[text()='1-Sided Type 1 Error is required.'])[1],,
inputAdvisor,Designs_AnalysisspacingRequiredMsg,XPATH,"//div[text()=""Analysis Spacing (%) is required.""]",,
inputAdvisor,Designs_ParameterRequiredMsg,XPATH,"//div[text()=""Parameter is required.""]",,
inputAdvisor,Designs_MinConditionRequired,XPATH,"//div[text()=""Minimum Conditional Power is required.""]",,
inputAdvisor,Designs_MaxConditionRequired,XPATH,"//div[text()=""Maximum Conditional Power is required.""]",,
inputAdvisor,Designs_TargetConditionRequired,XPATH,"//div[text()=""Target Conditional Power is required.""]",,
inputAdvisor,Designs_MultiplierConditionRequired1,XPATH,"(//div[text()=""Multiplier is required.""])[1]",,
inputAdvisor,Designs_MultiplierConditionRequired2,XPATH,"(//div[text()=""Multiplier is required.""])[2]",,
inputAdvisor,Designs_ArbitraryPi-cRequired,XPATH,"//div[contains(text(),'_c is required.')]",,
inputAdvisor,Designs_ArbitrarySigmaRequired,XPATH,"//div[contains(text(),'Sigma is required.')]",,
inputAdvisor,Designs_ArbitraryDeltaRequired,XPATH,"//div[text()=""Delta is required.""]",,
inputAdvisor,Designs_RemovePlanPopupText,XPATH,"//p[text()=""Changing the Plan will reset all field values in this card back to their defaults. Are you sure you want to continue?""]",,
inputAdvisor,Designs_PopupYesbutton,ID,primaryButton,,
inputAdvisor,Designs_PopupNobutton,ID,secondaryButton,,
inputAdvisor,Designs_RemovePlanPopupYesbutton,XPATH,//button[text()='Yes'],,
inputAdvisor,Designs_RemovePlanPopupNobutton,XPATH,//button[text()='No'],,
inputAdvisor,Designs_MultiArmwithTreatmentSelectionOption,XPATH,"//option[text()=""Group Sequential with Treatment Selection""]",,
inputAdvisor,Designs_DosefindTreatmentSelectionTab,XPATH,"//option[text()=""Dose Finding with Treatment Selection""]",,
inputAdvisor,Designs_TreatmentSelectionTab,XPATH,"//a[text()=""Treatment Selection""]",,
inputAdvisor,Designs_InterimAnalysesTab,XPATH,"//a[text()=""Interim Analyses""]",,
inputAdvisor,Designs_invalidValueMsg1,XPATH,"(//div[text()=""Please provide a single value, multiple comma-separated values, or a colon-separated range of values with a step size.""])[1]",,
inputAdvisor,Designs_invalidValueMsg2,XPATH,"(//div[text()=""Please provide a single value, multiple comma-separated values, or a colon-separated range of values with a step size.""])[2]",,
inputAdvisor,Designs_invalidValueMsg3,XPATH,"(//div[text()=""Please provide a single value, multiple comma-separated values, or a colon-separated range of values with a step size.""])[3]",,
inputAdvisor,Designs_invalidValueMsg4,XPATH,"(//div[text()=""Please provide a single value, multiple comma-separated values, or a colon-separated range of values with a step size.""])[4]",,
inputAdvisor,Designs_MinRangeValMsgNoEvents,XPATH,"(//div[text()=""Number of Events should be a positive number between 4 and 10,000 and should be <= the Sample Size.""])[1]",,
inputAdvisor,Designs_MinRangeValMsgSampleSize,XPATH,"(//div[contains(text(),""Sample Size should be a positive number between 10 and 100,000, and should be >= the Number of Events.""])[1]",,
inputAdvisor,Designs_MinRangeValMsgSampleSizeStrat,XPATH,"(//div[text()=""Sample Size should be a positive number between 10 and 100,000, and should be >= the Number of Events.""])[1]",,
inputAdvisor,Designs_MinRangeValMsgAllocationRatio,XPATH,"(//div[text()=""Allocation Ratio must be between 0.01 and 10.""])[1]",,
inputAdvisor,Designs_MinRangeValMsgType1Error,XPATH,"(//div[text()=""1-Sided Type 1 Error must be between 0.001 and 0.5.""])[1]",,
inputAdvisor,Designs_MinRangeValMsgType1Error,XPATH,"(//div[text()=""Non-Inferiority Margin must be between [-5, -0.01] U [0.01, 5].""])[1]",,
inputAdvisor,Designs_MinRangeValMsgSampleSizeBin,XPATH,"(//div[text()=""Sample Size should be a positive number between 10 and 20,000.""])[1]",,
inputAdvisor,Designs_RangeValMsgSampleSize,XPATH,"(//div[contains(text(),""Sample Size should be a positive number between 10 and 20,000, and should be >= the Target Number of Events for each endpoint."")])[1]",,
inputAdvisor,Designs_AllocationRatioRequired,XPATH,"(//div[text()=""Allocation Ratio to control is required.""])[1]",,
inputAdvisor,Designs_ErrorAllocationValMsg,XPATH,"(//div[contains(text(),""Type 1 Error Allocation (%) must be between"")])[1]",,
inputAdvisor,Designs_ProportionAlphaRequired,XPATH,"(//div[text()=""Proportion of Alpha (%) is required.""])[1]",,
inputAdvisor,Designs_ProportionAlphamustaddRequired,XPATH,"(//div[text()=""Proportion of Alpha (%) must add to 100.""])[1]",,
inputAdvisor,Designs_MCPRequired,XPATH,"(//div[text()=""Multiple Comparison Procedure(s) is required.""])[1]",,
inputAdvisor,Designs_MCPRequiredDoseFinding,XPATH,"(//div[text()=""Multiple Comparisons Procedure(s) for Final Analysis is required.""])[1]",,
inputAdvisor,Designs_AnalysisSpacingRangeMsg,XPATH,"(//div[text()=""Analysis Spacing (%) must be between 1 and 99.""])[1]",,
inputAdvisor,Designs_DifferenceControlRequired,XPATH,"//div[text()=""Difference from Control  is required.""]",,
inputAdvisor,Designs_ThreshholdRequired,XPATH,"//div[text()=""Threshold value is required.""]",,
inputAdvisor,Designs_RuleSelectionRequired,XPATH,"//div[text()=""This Selection already exists, please choose a different Selection.""]",,
inputAdvisor,Designs_RuleSelectionexists,XPATH,"//div[text()=""This Selection and Rule combination already exists, please choose a different Selection or Rule.""]",,
inputAdvisor,Designs_NameRequired,XPATH,"//div[text()=""Name is required.""]",,
inputAdvisor,Designs_TargerValueofHR,XPATH,"//div[text()=""Target Value of HR is required.""]",,
inputAdvisor,Designs_TargetHRRangeValMsg,XPATH,"//div[text()=""Target HR should be between [0.01, 10].""]",,
inputAdvisor,Designs_ParameterRangeValMsg1,XPATH,"(//div[text()=""Parameter must be between -100 and 100.""])[1]",,
inputAdvisor,Designs_ParameterRangeValMsg2,XPATH,"(//div[text()=""Parameter must be between -100 and 100.""])[2]",,
inputAdvisor,Designs_MinConditionRangeValMsg,XPATH,"//div[text()=""Minimum Conditional Power must be between 0 and 1.""]",,
inputAdvisor,Designs_MaxConditionRangeValMsg,XPATH,"//div[text()=""Maximum Conditional Power must be between 0 and 1.""] ",,
inputAdvisor,Designs_TargetConditionRangeValMsg,XPATH,"//div[text()=""Target Conditional Power must be between 0.5 and 0.999.""] ",,
inputAdvisor,Designs_MultiplierRangeValMsg,XPATH,"//div[text()=""Multiplier must be between 1 and 5.""] ",,
inputAdvisor,Designs_Pi-cMustRangeValMsg,XPATH,"//div[text()=""The ?_c must be between [0.001, 0.999].""] ",,
inputAdvisor,Designs_DeltaMustRangeValMsg,XPATH,"//div[text()=""The Delta must be between [-0.9, 0.9].""] ",,
inputAdvisor,Designs_DeltaRangeValMsg,XPATH,"//div[text()=""Delta should be between [-1000, -0.001] U [0.001, 1000].""] ",,
inputAdvisor,Designs_SigmaRangeValMsg,XPATH,"//div[text()=""Sigma should be between 0.001 to 1,000.""] ",,
inputAdvisor,Designs_AllocationRatioRangeValMsg,XPATH,"//div[text()=""Allocation Ratio to Control must be between 0.01 to 100.""] ",,
inputAdvisor,Designs_ProportionRangeRangeValMsg,XPATH,"//div[text()=""Proportion of Alpha must be between 0.001 and 99.999.""] ",,
inputAdvisor,Designs_DiffereneConRangeValMsg,XPATH,"//div[text()=""Difference from Control must be between [-1, 1]""] ",,
inputAdvisor,Designs_ThreshholdRangeValMsg1,XPATH,"//div[text()=""Threshold should be between -1 to 1.""] ",,
inputAdvisor,Designs_ThreshholdRangeSSRValMsg1,XPATH,"//div[text()=""Threshold must be between -1000 to 1000.""] ",,
inputAdvisor,Designs_ThreshholdRangeMultiArmValMsg,XPATH,"//div[text()=""Threshold should be between -1000 to 1000.""] ",,
inputAdvisor,Designs_ArbitraryHRRangeValMsg,XPATH,"//div[text()=""Arbitrary HR must be between 0.01 and 10.""] ",,
inputAdvisor,Designs_TargetDeltaRangeValMsg,XPATH,"//div[text()=""The Target Delta must be between [-0.999,-0.001] U [ 0.001, 0.999].""] ",,
inputAdvisor,Designs_TargetDeltaRangeValMsgTwoBin,XPATH,"//div[text()=""The Target Delta must be between [-0.999,0.999].""]",,
inputAdvisor,Designs_TargetPicRangeValMsg,XPATH,"//div[text()=""The Target ?_c must be between [0.001, 0.999].""] ",,
inputAdvisor,Designs_TargetSigmaRangeValMsg,XPATH,"//div[text()=""Target Sigma should be between 0.001 to 1000.""] ",,
inputAdvisor,Designs_DiffereneConMultiArmRangeValMsg,XPATH,"//div[text()=""Difference from Control must be between [-1000, 1000]""] ",,
inputAdvisor,Designs_StopRuleThreshholdCheckboxbox,ID,stoprule-0,,
inputAdvisor,Designs_PocThreshholdTextbox,ID,poc_threshold_val-0,,
inputAdvisor,Designs_StopRuleThreshholdTextbox,ID,stoprule_threshold_val-0,,
inputAdvisor,Designs_PocThreshholdRequired,XPATH,(//div[text()='Threshold is required.'])[1],,
inputAdvisor,Designs_StopRuleThreshholdRequired,XPATH,(//div[text()='Threshold is required.'])[2],,
inputAdvisor,Response_ControlfiledValidationCard1,XPATH,(//div[text()='Control is required.'])[1],,
inputAdvisor,Response_HazardRatiofieldValidationCard1,XPATH,(//div[text()='Hazard Ratio is required.'])[1],,
inputAdvisor,Enrollment_AverageEnrolledValidationCard1,XPATH,(//div[text()='Average Subjects Enrolled is required.'])[1],,
inputAdvisor,Enrollment_StartingAtTimeRequired,XPATH,(//div[text()='Starting at Time is required.'])[1],,
inputAdvisor,Collections_PlanDropDown,XPATH," (//label[text()='Plan']//following-sibling::div[contains(@class,""input-group input-group"")])[1]",,
inputAdvisor,Collections_DesignSetValidationCard1,XPATH,(//div[text()='Design Set(s) is required.'])[1],,
inputAdvisor,Collections_ResponseSetValidationCard1,XPATH,(//div[text()='Response Set(s) is required.'])[1],,
inputAdvisor,Collections_EnrollmentSetValidationCard1,XPATH,(//div[text()='Enrollment Set(s) is required.'])[1],,
inputAdvisor,Collections_PlanRequiredValidation,XPATH,//div[text()='Plan is required.'],,
inputAdvisor,Collections_DesignDD,XPATH," //label[text()=""Design Set(s)""]/following::div[1]",,
inputAdvisor,Collections_PopulationDD,XPATH," //label[text()=""Response Set(s)""]/following::div[1]",,
inputAdvisor,Collections_EnrollmentDD,XPATH," //label[text()=""Enrollment Set(s)""]/following::div[1]",,
inputAdvisor,Response_ControlfiledValidationCard1,XPATH,(//div[text()='Control is required.'])[1],,
inputAdvisor,Response_HazardRatiofieldValidationCard1,XPATH,(//div[text()='Hazard Ratio is required.'])[1],,
inputAdvisor,Enrollment_AverageEnrolledValidationCard1,XPATH,(//div[text()='Average Subjects Enrolled is required.'])[1],,
inputAdvisor,Collections_DesignSetValidationCard1,XPATH,(//div[text()='Design Set(s) is required.'])[1],,
inputAdvisor,Collections_ResponseSetValidationCard1,XPATH,(//div[text()='Response Set(s) is required.'])[1],,
inputAdvisor,Collections_EnrollmentSetValidationCard1,XPATH,(//div[text()='Enrollment Set(s) is required.'])[1],,
inputAdvisor,Response_InputMethodDD,XPATH,"(//select[contains(@id,""inputMethod"")])[1]",,
inputAdvisor,Enrollment_TypeDD,ID,enrollment-periods,,
inputAdvisor,Enrollment_AvgSubTextbox,ID,"(//input[@id=""avg-patients-enrolled""])[1]",,
inputAdvisor,Plans_FollowupTimeCheckbox,XPATH,//label[@for='variable-0_0'],,
inputAdvisor,Plans_FollowupTimeTextbox,XPATH,"//input[@id=""followUpTime-0_0""]",,
inputAdvisor,Plans_StudyObjectiveValidation1,XPATH,//div[text()='Study Objective is required.'],,
inputAdvisor,Plans_ToggleUseStratification_Card1,XPATH,"(//label[contains(text(),'Use Stratification')])[1]",,
inputAdvisor,Plans_UseStratificationLabel,ID,lblUseStratification-0,,
inputAdvisor,Plans_FactorInputFieldCard1,XPATH,"(//input[@id=""factor-0""])[1]",,
inputAdvisor,Plans_FactorInputFieldCard1,XPATH,"(//input[@name=""factor""])[1]",,
inputAdvisor,Plans_Level1InputFieldCard1,XPATH,(//input[@id='Level_1-0'])[1],,
inputAdvisor,Plans_Level2InputFieldCard1,XPATH,(//input[@id='Level_2-0'])[1],,
inputAdvisor,Plans_Level3InputFieldCard1,XPATH, (//input[@id='Level_3-0'])[1],,
inputAdvisor,Plans_Level4InputFieldCard1,XPATH, (//input[@id='Level_4-0'])[1],,
inputAdvisor,Plans_Level5InputFieldCard1,XPATH, (//input[@id='Level_5-0'])[1],,
inputAdvisor,Plans_StudyObjectiveDD,XPATH,//select[@id='studyObjective-0'],,
inputAdvisor,Plans_AddLevelbutton,ID,btnAddLevel,,
inputAdvisor,Designs_ChangeStudyObjPopupText,XPATH,"//p[text()=""Changing the Study objective will reset all your values in the fields Endpoint Type, Better Response and Follow-up Time back to their defaults. Are you sure you want to continue?""]",,
inputAdvisor,Plans_StudyObjectAlertPopYes,XPATH,"//*[@id=""primaryButton""]",,
inputAdvisor,Designs_TargetHR,ID,fut_targetHR-0,,
inputAdvisor,Designs_AnalysisspacingCard1,XPATH,(//input[@id='analysisSpacing-0'])[1],,
inputAdvisor,Designs_TargetDeltaTextbox,ID,fut_targetDelta-0,,
inputAdvisor,Designs_TargetPi-cTextbox,ID,fut_target_pi_c-0,,
inputAdvisor,Designs_TargetSigmaTextbox,ID,fut_targetSigma-0,,
inputAdvisor,Designs_TargetDeltaReqMsg,XPATH,"//div[text()=""Target Delta is required.""]",,
inputAdvisor,Designs_AnalysisspacingCard1,XPATH,(//input[@id='analysisSpacing-0'])[1],,
inputAdvisor,Designs_SpendingfunctionDD,ID,eff_spendingFunction-0, ,
inputAdvisor,Designs_SpendingfunctionParamTextBox,ID,eff_parameterGammaFamily-0,,
inputAdvisor,Designs_SSRPromisingMinCondition,ID,ssr_promisingZoneMinCondPow-0,,
inputAdvisor,Designs_SSRPromisingMaxCondition,ID,ssr_promisingZoneMaxCondPow-0,,
inputAdvisor,Designs_SSRPromisingSigma,ID,ssr_promisingZoneSigma-0,,
inputAdvisor,Designs_SSRPromisingMaxDelta,ID,ssr_promisingZoneDelta-0,,
inputAdvisor,Designs_SSRAdaptionTargetCondition,ID,ssr_targetCPforReEstimatingNumEvents-0,,
inputAdvisor,Designs_SSRAdaptionMaxNumberEvents,ID,ssr_maxNumEventsIfAdaptMultiplier-0,,
inputAdvisor,Designs_SSRAdaptionMaxSampleSize,ID,ssr_maxSampleSizeIfAdaptMultiplier-0,,
inputAdvisor,Designs_StudyObjectiveDD,ID,studyObjective,,
inputAdvisor,Designs_RuleTextBox1,XPATH,"//*[@id=""ruleName-0""]",,
inputAdvisor,Designs_RuleTextBox2,XPATH,"//*[@id=""ruleName-1""]",,
inputAdvisor,Designs_subRuleSectionThreshold,XPATH,"//input[@id=""subRuleSelectionThreshold-0""]",,
inputAdvisor,Designs_subRuleSectionThresholdTwo,XPATH,"//input[@id=""subRuleSelectionThreshold-1""]",,
inputAdvisor,Response_Cum_BytimeTextboxCardEP1,XPATH,cumByTimeEP10,,
inputAdvisor,Response_Cum_BytimeTextboxCardEP2,XPATH,cumByTimeEP20,,
inputAdvisor,Response_DropoutRateTab,ID,dropout-tab,,
inputAdvisor,Response_Cum_BytimeTextboxCard1,XPATH,(//input[@id='endpointModel_cumByTime-0'])[1],,
inputAdvisor,Response_Cum_BytimeTextboxCard2,XPATH,(//input[@id='endpointModel_cumByTime-0'])[2],,
inputAdvisor,Response_Cum_ControlTextboxCard1,XPATH,(//input[@id='endpointModel_control-0'])[1],,
inputAdvisor,Response_Cum_ControlTextboxCard2,XPATH,(//input[@id='endpointModel_control-0'])[2],,
inputAdvisor,Response_Cum_HazardRatioTextboxCard1,XPATH,(//input[@id='endpointModel_hazardRatio-0'])[1],,
inputAdvisor,Response_Cum_ByTimeRequired,XPATH,(//div[text()='By Time is required.'])[1],,
inputAdvisor,Response_Cum_ControlRequired,XPATH,(//div[text()='Control is required.'])[1],,
inputAdvisor,Response_Cum_HazardRatioRequired,XPATH,(//div[text()='Hazard Ratio is required.'])[1],,
inputAdvisor,Response_Cum_DropoutByTimeRequired,XPATH,(//div[text()='By Time is required.'])[1],,
inputAdvisor,Response_Cum_DropoutByTimeRequired2,XPATH,(//div[text()='By Time is required.'])[2],,
inputAdvisor,Response_Cum_DropoutControlRequired,XPATH,(//div[text()='Control is required.'])[1],,
inputAdvisor,Response_DropoutControlRequired,XPATH,(//div[text()='Control is required.'])[2],,
inputAdvisor,Response_Cum_TreatmentRequired,XPATH,(//div[text()='Treatment is required.'])[1],,
inputAdvisor,Project_RemovePlan,XPATH,"(//div[@aria-hidden=""true""])[3]",,
inputAdvisor,Design_RemovePlan,XPATH,"//*[@id=""collapse0""]/div/div[1]/div/div/div/div/div[1]/div/div/div/div/div[2]",,
inputAdvisor,Enrollment_RemovePlan,XPATH,"//*[@id=""collapse0""]/div/form/div/div/div/div/div/div[1]/div/div/div/div/div[2]/div[1]",,
inputAdvisor,Response_RemovePlan,XPATH,"//*[@id=""collapse0""]/div/form/div/div/div/div/div/div[1]/div/div/div/div/div[2]/div[1]",,
inputAdvisor,Project_AllpagePlanDropdown,XPATH," (//label[text()='Plan']//following-sibling::div[contains(@class,""input-group input-group"")])[1]",,
